date,genre,label,value
2015-11-01,Tech House,Definitive Recordings,1
2015-11-01,Tech House,KD RAW,1
2015-11-01,Tech House,Hot Creations,1
2015-11-01,Tech House,Truesoul,3
2015-11-01,Tech House,Ovum Recordings,1
2015-11-01,Tech House,Stereo Productions,2
2015-11-01,Tech House,Suara,3
2015-11-01,Tech House,Keinemusik,1
2015-11-01,Tech House,Method White,1
2015-11-01,Tech House,Toolroom Records,3
2015-11-01,Tech House,Noir Music,1
2015-11-01,Tech House,Saved Records,2
2015-11-01,Tech House,Terminal M,1
2015-11-01,House,Azuli Records,1
2015-11-01,House,Spinnin Records,3
2015-11-01,House,Musical Freedom,1
2015-11-01,House,Cube Recordings,1
2015-11-01,House,Tonspiel,1
2015-11-01,House,SPRS,1
2015-11-01,House,Spinnin Deep (Spinnin),3
2015-11-01,House,Simma Black,1
2015-11-01,House,Heldeep Records,1
2015-11-01,House,Columbia (Sony),1
2015-11-01,House,Enormous Tunes,1
2015-11-01,House,InStereo Recordings,1
2015-11-01,House,Casa Rossa,1
2015-11-01,House,HEXAGON,1
2015-11-01,House,Universal-Island Records Ltd.,1
2015-11-01,House,Size Records,1
2015-11-01,Electro House,Spinnin Records,5
2015-11-01,Electro House,Jack Back Records,1
2015-11-01,Electro House,Smash The House,1
2015-11-01,Electro House,Revealed Recordings,1
2015-11-01,Electro House,Spinnin' Remixes,1
2015-11-01,Electro House,KENZ,1
2015-11-01,Electro House,Musical Freedom,3
2015-11-01,Electro House,DOORN (Spinnin),1
2015-11-01,Techno,Sudbeat Music,1
2015-11-01,Techno,Diynamic,1
2015-11-01,Techno,ELEVATE,1
2015-11-01,Techno,Life And Death,1
2015-11-01,Techno,Stereo Productions,1
2015-11-01,Techno,Drumcode,4
2015-11-01,Techno,Whistleblower Records,1
2015-11-01,Techno,Systematic Recordings,1
2015-11-01,Techno,Stil Vor Talent,1
2015-11-01,Techno,Alleanza,1
2015-11-01,Techno,Hotflush Recordings,1
2015-11-01,Techno,Octopus Records,1
2015-11-01,Techno,Terminal M,1
2015-11-01,Deep House,Defected,1
2015-11-01,Deep House,dirtybird,1
2015-11-01,Deep House,Mother Recordings,3
2015-11-01,Deep House,Exploited,2
2015-11-01,Deep House,Spinnin Deep (Spinnin),1
2015-11-01,Deep House,Crosstown Rebels,1
2015-11-01,Deep House,Kompakt,1
2015-11-01,Deep House,Octogone Records,1
2015-11-01,Deep House,Suara,2
2015-11-01,Deep House,Play It Say It,1
2015-11-01,Deep House,Universal-Island Records Ltd.,1
2015-11-01,Deep House,Spinnin' Remixes,1
2015-11-01,Indie Dance / Nu Disco,Enormous Tunes,4
2015-11-01,Indie Dance / Nu Disco,Sleazy G,1
2015-11-01,Indie Dance / Nu Disco,No Definition,1
2015-11-01,Trance,Future Sound of Egypt,1
2015-11-01,Trance,Who's Afraid Of 138?!,1
2015-11-01,Progressive House,Spinnin Records,1
2015-11-01,Progressive House,Protocol Recordings,1
2015-11-01,Progressive House,Dim Mak Records,1
2015-11-01,Progressive House,Revealed Recordings,3
2015-11-01,Progressive House,Art & Music Recording,1
2015-11-01,Progressive House,Armada Trice,2
2015-11-01,Progressive House,Bedrock Records,1
2015-12-01,Indie Dance / Nu Disco,Enormous Tunes,5
2015-12-01,Indie Dance / Nu Disco,No Definition,2
2015-12-01,Electronica,R&S Records,2
2015-12-01,House,Tonspiel,1
2015-12-01,House,Spinnin Records,4
2015-12-01,House,Musical Freedom,2
2015-12-01,House,Mixmash Records,1
2015-12-01,House,Enormous Tunes,1
2015-12-01,House,SPRS,1
2015-12-01,House,Spinnin Deep (Spinnin),2
2015-12-01,House,InStereo Recordings,2
2015-12-01,House,PornoStar Records,1
2015-12-01,House,Casa Rossa,1
2015-12-01,House,Ultra,1
2015-12-01,House,Universal-Island Records Ltd.,1
2015-12-01,Electro House,Spinnin Records,3
2015-12-01,Electro House,DOORN (Spinnin),2
2015-12-01,Electro House,Smash The House,1
2015-12-01,Electro House,Earstorm/Big Beat Records,2
2015-12-01,Electro House,Darklight Recordings,1
2015-12-01,Electro House,Ministry of Sound (UK),1
2015-12-01,Electro House,Onelove,1
2015-12-01,Electro House,Universal-Island Records Ltd.,1
2015-12-01,Techno,Sudbeat Music,1
2015-12-01,Techno,Rebirth,1
2015-12-01,Techno,Toolroom Records,1
2015-12-01,Techno,Diynamic,1
2015-12-01,Techno,Truesoul,1
2015-12-01,Techno,Drumcode,5
2015-12-01,Techno,Whistleblower Records,1
2015-12-01,Techno,Systematic Recordings,1
2015-12-01,Techno,Stil Vor Talent,1
2015-12-01,Techno,8Bit,1
2015-12-01,Techno,Life And Death,1
2015-12-01,Techno,Unity Records,1
2015-12-01,Techno,Alleanza,1
2015-12-01,Techno,Tronic,1
2015-12-01,Techno,Aeon,1
2015-12-01,Deep House,Defected,1
2015-12-01,Deep House,dirtybird,1
2015-12-01,Deep House,Mother Recordings,2
2015-12-01,Deep House,Enormous Tunes,1
2015-12-01,Deep House,Bpitch Control,1
2015-12-01,Deep House,Crosstown Rebels,1
2015-12-01,Deep House,Suara,1
2015-12-01,Deep House,CUFF,1
2015-12-01,Deep House,Poker Flat Recordings,2
2015-12-01,Deep House,Cajual Records,1
2015-12-01,Deep House,Erase Records,1
2015-12-01,Deep House,Kittball,1
2015-12-01,Tech House,dirtybird,1
2015-12-01,Tech House,Do Not Sleep,1
2015-12-01,Tech House,This Ain't Bristol,1
2015-12-01,Tech House,Snatch! Records,3
2015-12-01,Tech House,Hot Creations,1
2015-12-01,Tech House,Truesoul,2
2015-12-01,Tech House,Ovum Recordings,1
2015-12-01,Tech House,Simma Black,1
2015-12-01,Tech House,Suara,2
2015-12-01,Tech House,Relief Records,2
2015-12-01,Tech House,Method White,1
2015-12-01,Tech House,Toolroom Records,4
2015-12-01,Tech House,Saved Records,1
2015-12-01,Tech House,Terminal M,1
2015-12-01,Trance,Anjunabeats,2
2015-12-01,Progressive House,Spinnin Records,2
2015-12-01,Progressive House,Armada Music,1
2015-12-01,Progressive House,Spinnin Deep (Spinnin),1
2015-12-01,Progressive House,Revealed Recordings,2
2015-12-01,Progressive House,Axtone Records,1
2015-12-01,Progressive House,Musical Freedom,1
2015-12-01,Drum & Bass,MTA Records,1
